model_response_length,model_response_unique,model_response_(,model_response_),model_response_{,model_response_},model_response_[,model_response_],model_response_;,model_response_.,"model_response_,",model_response_:,model_response_<,model_response_>,model_response_+,model_response_-,model_response_*,model_response_/,model_response_%,model_response_&,model_response_|,model_response_!,model_response_^,model_response_~,model_response_#,model_response_\,model_response_@,model_response_nil,model_response_#include,model_response_import,model_response_java,model_response_<-,model_response_package,model_response_:=,prompt_length,prompt_unique,prompt_(,prompt_),prompt_{,prompt_},prompt_[,prompt_],prompt_;,prompt_.,"prompt_,",prompt_:,prompt_<,prompt_>,prompt_+,prompt_-,prompt_*,prompt_/,prompt_%,prompt_&,prompt_|,prompt_!,prompt_^,prompt_~,prompt_#,prompt_\,prompt_@,prompt_nil,prompt_#include,prompt_import,prompt_java,prompt_<-,prompt_package,prompt_:=,target
28,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,9,0,1,0,1,1,8,6510,402,85,85,35,34,10,10,4,157,18,11,1,3,3,7,28,116,0,2,0,10,0,0,0,1,0,9,0,1,0,1,1,8,0
79,6,3,3,1,1,1,1,2,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1365,54,11,11,8,6,4,4,15,6,7,48,8,8,0,0,0,21,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,1
36,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10429,394,217,217,91,85,28,28,144,64,41,130,27,68,25,66,33,19,0,29,4,12,0,3,7,18,0,0,6,0,0,0,0,0,1
36,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,1,22,10120,472,106,106,35,34,11,11,1,235,158,151,74,74,0,90,5,113,0,6,0,1,0,0,1,20,12,8,0,1,0,0,1,22,1
15,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,1,1,1147,107,5,5,2,1,0,0,0,14,5,1,0,0,0,5,0,37,0,0,2,2,0,0,0,0,0,3,0,1,0,0,1,1,0
56,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6839,140,36,35,17,16,18,18,0,65,108,72,0,0,5,4,0,2,0,0,0,0,0,0,1,0,2,0,0,5,0,0,0,0,1
30,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,1,0,0,1,16,5155,213,69,69,29,27,2,2,1,136,92,39,0,0,0,7,8,50,5,6,2,14,0,0,0,0,0,31,0,1,0,0,1,16,1
56,6,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9171,380,129,129,79,76,45,45,97,182,103,96,15,66,1,3,2,15,0,8,16,6,0,0,0,0,0,0,0,6,0,0,0,0,0
25,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1314,51,41,40,8,6,1,1,0,32,8,4,0,0,9,7,2,19,0,0,18,1,1,0,0,12,2,1,0,1,0,0,1,2,0
62,6,1,1,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9279,208,165,163,52,50,9,9,0,93,210,170,5,29,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,1
35,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,0,1,0,6653,230,92,92,32,30,2,2,91,157,27,6,19,19,4,4,4,4,0,0,0,0,0,0,0,0,8,0,0,27,14,0,1,0,1
81,3,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,6,3259,133,48,48,29,28,12,12,40,49,42,45,0,0,0,0,3,48,8,1,0,3,0,0,0,4,22,2,0,1,0,0,1,6,0
52,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2180,146,2,1,2,2,4,4,0,41,7,0,0,0,0,20,5,67,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
41,3,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3793,88,96,96,26,24,3,3,47,31,34,72,25,25,0,0,0,15,0,3,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1
14,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,1876,120,21,21,10,6,3,3,0,60,9,35,0,2,2,2,2,71,1,2,2,2,0,0,0,0,0,0,0,1,0,0,1,6,1
75,4,7,6,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4662,154,204,204,22,20,0,0,67,29,112,150,5,3,9,10,4,32,0,4,0,2,0,0,10,0,0,0,10,0,0,0,0,0,1
26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14877,168,101,100,1,1,5,4,0,271,333,7,0,0,0,2,0,0,16,0,0,1,0,0,1,0,0,0,0,4,0,0,0,0,1
39,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1302,104,2,2,0,0,0,0,0,16,3,0,0,0,0,9,0,57,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0
50,2,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5029,164,154,151,71,68,29,29,0,46,84,56,0,29,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
51,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3315,211,33,33,0,0,14,13,1,26,48,18,0,0,17,3,2,8,3,2,0,4,0,0,5,13,3,0,0,3,0,0,1,0,0
15,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,14,1684,143,29,28,10,8,11,11,0,42,23,18,1,0,0,1,3,17,3,2,0,1,0,0,0,0,0,1,0,1,0,0,1,14,0
22,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1127,99,2,2,2,2,2,2,0,27,14,4,0,0,0,3,0,45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
22,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,14810,500,126,126,100,98,7,7,151,198,106,129,27,37,9,14,47,101,0,2,6,5,0,0,0,7,8,0,0,11,0,0,0,0,0
55,4,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,1,0,17931,385,388,388,63,60,1,1,181,561,31,19,69,77,0,8,0,8,0,8,0,14,0,0,0,0,2,0,0,45,10,0,1,0,0
37,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2333,86,73,73,6,5,1,1,0,40,19,4,0,9,0,7,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
20,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,1549,87,14,14,21,19,0,0,25,12,8,5,1,2,0,4,1,18,0,0,0,3,0,0,0,0,1,0,0,13,0,0,0,0,1
52,5,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,3,1013,68,14,14,6,5,0,0,0,28,12,7,0,0,0,4,5,18,2,1,0,2,0,0,0,0,0,4,0,1,0,0,1,3,0
40,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1205,42,34,34,7,5,0,0,20,2,23,16,0,0,0,0,0,4,0,4,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0
33,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6496,219,130,130,35,32,3,3,115,77,71,47,26,26,0,42,8,14,0,30,2,0,0,0,6,30,0,0,4,0,0,0,0,0,1
12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1961,130,24,24,18,17,13,13,36,15,16,19,4,11,0,21,0,6,0,5,2,0,0,0,0,0,1,0,0,7,0,0,0,0,0
57,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1343,40,1,1,1,0,0,0,0,28,0,0,0,0,0,20,0,87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
29,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2061,148,7,6,10,8,0,0,0,10,19,13,1,2,0,12,32,19,0,0,8,1,0,0,0,0,4,0,0,7,0,0,0,0,1
30,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,5,13428,362,143,143,37,37,43,43,0,157,117,153,0,12,0,12,0,4,0,0,1,1,0,0,1,0,0,0,0,12,0,0,0,5,0
55,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,5247,302,54,54,13,11,11,11,43,62,25,54,9,12,0,5,2,88,0,12,10,6,0,0,31,0,0,0,14,0,0,0,0,0,1
39,7,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,7107,306,93,93,53,52,45,45,116,81,79,40,18,36,2,24,0,36,1,0,5,2,0,0,0,0,5,0,0,20,0,0,0,0,0
21,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1838,98,23,23,29,26,0,0,27,18,10,4,1,6,0,6,1,28,0,0,0,0,0,0,0,0,2,0,0,12,0,0,0,0,1
33,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1118,87,15,13,8,6,0,0,0,7,15,6,0,5,1,5,15,17,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0
56,7,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,10516,230,200,198,81,79,69,69,6,74,148,99,72,120,0,18,1,34,0,0,14,0,0,0,0,0,9,0,0,8,0,0,0,0,1
49,4,2,2,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1168,62,18,18,4,3,14,14,0,9,12,2,0,3,0,4,1,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
60,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,2755,132,38,38,2,2,6,6,0,43,17,32,0,2,0,8,0,5,0,1,1,0,0,0,9,0,6,0,0,7,0,0,0,1,0
93,10,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,1,0,2701,95,30,30,9,8,0,0,44,104,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,0,1,0,0
75,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,14581,492,132,132,102,100,5,5,137,265,175,102,0,10,0,7,9,67,0,6,7,9,0,0,0,0,4,0,0,10,0,0,0,0,1
61,2,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1549,49,22,22,8,7,0,0,5,7,11,26,6,6,0,0,4,17,0,5,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0
80,10,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7851,172,165,163,69,66,12,11,0,83,168,36,0,17,0,6,0,7,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,1
57,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,21,5,0,1,0,3742,86,51,51,5,3,0,0,49,163,18,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,21,5,0,1,0,1
15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,1645,74,0,0,15,15,0,0,0,7,21,26,11,11,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0
19,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,1080,55,2,2,13,12,0,0,25,5,2,10,0,0,0,0,1,12,0,0,2,0,0,0,0,0,7,0,0,11,0,0,0,0,1
31,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2202,80,37,33,19,16,5,5,0,16,31,19,6,16,0,3,0,7,0,0,1,0,0,0,0,0,1,0,0,5,0,0,0,0,1
31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,1,2867,150,33,33,2,2,9,9,0,52,32,23,0,1,5,25,0,5,0,0,0,0,1,0,4,6,0,0,0,16,0,0,0,1,0
73,2,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1300,88,19,18,8,5,0,0,10,13,10,2,3,3,0,5,2,22,0,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0
23,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,12406,435,103,102,132,127,17,17,144,133,132,161,27,33,0,16,1,55,0,2,0,3,0,0,0,3,2,0,0,5,0,0,0,0,1
32,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,16,7607,372,66,66,31,30,9,9,1,173,103,117,72,72,0,90,4,109,0,3,0,1,0,0,1,10,9,7,0,1,0,0,1,16,0
82,2,1,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3011,141,37,37,4,4,0,0,0,58,19,28,0,3,1,4,2,0,0,0,0,0,0,0,2,0,1,0,0,5,0,0,0,0,1
15,2,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,13,2425,121,41,40,13,12,5,5,3,57,23,17,0,0,0,7,4,39,3,0,0,5,0,0,0,0,0,4,0,1,0,0,1,13,0
27,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,19,0,1,0,2,1,18,3749,206,58,58,25,24,3,3,4,85,40,33,2,0,0,9,19,40,7,5,0,8,0,0,0,0,0,19,0,1,0,2,1,18,0
38,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12418,237,234,231,117,113,25,25,0,93,123,99,74,116,0,9,1,50,0,0,1,0,0,0,0,0,5,0,0,9,0,0,0,0,0
47,5,1,1,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0,1,0,6241,164,100,100,19,17,0,0,70,219,18,10,20,24,0,4,0,2,0,0,0,3,0,0,0,0,10,0,0,31,11,0,1,0,0
36,2,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,24,0,1,0,0,1,18,6064,226,83,83,45,43,1,1,3,126,49,37,0,0,0,23,23,67,5,4,0,9,0,0,0,0,0,24,0,1,0,0,1,18,0
32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1982,51,46,43,18,15,9,9,0,13,37,25,2,19,0,12,0,13,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1
20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,2170,128,14,12,16,14,0,0,36,9,15,22,3,8,0,13,0,28,0,6,2,0,0,0,0,0,9,0,0,13,0,0,0,0,0
37,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0,1,0,1729,35,0,0,0,0,0,0,32,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,0,1,0,0
43,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,9533,262,143,140,80,77,28,28,0,51,54,31,70,97,0,4,2,77,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0
97,15,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4256,197,1,1,18,18,4,4,6,10,56,38,18,19,0,7,7,27,0,2,4,0,0,0,0,0,3,0,0,9,0,0,0,0,1
67,1,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,0,0,0,17202,451,347,347,57,53,0,0,211,442,68,18,37,43,9,8,0,6,22,8,18,10,0,0,1,0,8,0,0,35,12,0,0,0,0
46,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,2,2468,197,8,8,6,4,1,1,0,34,12,10,0,0,0,9,0,80,0,0,2,1,0,0,3,0,0,4,0,1,0,0,1,2,1
44,2,1,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1381,57,23,23,8,6,0,0,14,7,6,32,9,8,2,0,3,5,0,2,4,0,0,1,1,0,0,0,1,0,0,0,0,0,1
56,1,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,1,0,1689,45,2,2,2,0,0,0,28,135,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,26,5,0,1,0,0
38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,17467,425,191,190,46,46,50,50,0,202,138,196,0,15,0,18,3,6,0,0,1,1,0,0,1,0,0,0,0,12,0,0,0,6,1
25,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3492,86,1,0,7,7,0,0,0,0,97,0,34,34,0,1,2,3,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37,3,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,1,0,1420,46,14,14,7,5,0,0,16,48,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,7,1,0,1,0,0
39,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4992,268,51,51,19,18,3,3,51,42,28,26,6,7,2,6,8,61,0,4,3,5,0,2,7,10,0,0,4,0,0,0,0,0,0
91,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10028,401,79,79,0,0,16,14,2,103,100,95,0,0,7,14,0,12,18,2,2,4,0,0,5,46,0,0,0,0,0,0,0,0,0
25,4,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,8,10960,324,269,269,86,85,1,1,0,319,69,29,0,0,0,5,43,56,16,27,4,7,0,0,0,0,0,2,0,1,0,0,1,8,0
37,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6818,370,96,95,17,14,9,9,56,23,66,2,11,9,10,3,66,77,13,3,4,20,0,0,7,16,0,0,6,0,0,0,0,0,1
132,12,3,3,1,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1082,58,8,8,4,4,1,1,0,23,10,5,0,0,0,4,7,33,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
58,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,11,0,1,0,12332,365,161,159,35,32,0,0,113,343,64,14,50,55,6,8,8,20,0,10,2,2,0,0,0,0,10,0,0,41,11,0,1,0,0
35,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,7571,311,41,40,60,59,8,8,51,46,25,18,67,72,0,94,0,86,0,10,3,3,0,0,0,0,12,0,0,21,0,0,0,0,0
19,2,2,2,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,4649,170,75,75,42,39,0,0,41,19,76,105,56,74,0,21,8,47,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0
71,8,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,3866,218,27,27,27,25,5,5,34,53,36,35,13,18,0,136,30,26,0,8,30,1,0,0,16,0,0,0,0,2,0,0,0,0,0
4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1043,74,20,18,14,12,0,0,0,5,12,2,7,13,0,2,0,7,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0
24,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,0,1,0,0,1,11,7504,347,130,130,40,39,5,5,2,145,145,20,4,4,0,3,17,10,7,26,0,11,0,0,0,0,4,16,0,1,0,0,1,11,0
87,9,1,1,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,19,0,2,0,0,1,20,12474,547,83,83,47,45,6,6,6,285,127,103,8,8,6,70,4,205,6,1,0,11,0,0,0,2,1,19,0,2,0,0,1,20,1
29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4405,156,47,46,1,1,3,3,0,54,45,24,0,0,0,1,0,2,0,0,0,6,0,0,15,0,2,0,0,9,0,0,0,0,1
53,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,2167,89,19,18,1,0,0,0,12,76,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,3,2,0,1,0,0
35,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,8241,122,65,64,19,19,5,5,0,130,123,68,0,0,11,0,0,3,0,0,0,0,0,0,1,0,2,0,0,10,0,0,0,0,1
44,7,0,0,1,1,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,50,11033,639,156,156,67,67,51,51,17,207,171,84,49,51,28,37,8,95,24,16,1,15,0,0,16,13,0,7,0,1,0,0,1,50,0
55,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3354,152,16,15,25,21,14,14,20,25,138,54,0,3,7,24,16,22,0,0,0,1,0,0,10,0,1,0,0,1,0,0,0,0,0
15,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,1,25,6968,405,108,108,72,70,4,4,0,133,76,50,5,11,27,16,10,105,13,24,13,14,1,1,1,8,6,6,0,1,0,0,1,25,0
24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,13,0,0,0,0,1359,83,6,6,0,0,0,0,0,20,8,10,0,0,0,2,0,1,0,0,0,0,0,0,50,0,0,0,0,13,0,0,0,0,0
19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,820,67,11,11,5,2,0,0,0,22,6,7,1,1,1,9,1,24,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,4,1
15,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2185,109,34,34,21,19,5,0,23,20,19,33,48,0,0,1,9,17,0,15,0,0,0,1,7,9,0,0,3,0,0,0,0,0,1
83,6,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,13,2333,91,34,34,9,8,3,3,0,25,40,14,0,0,0,6,5,35,0,0,0,3,0,0,0,0,0,7,0,1,0,0,1,13,1
39,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,2,0,1,0,3825,81,39,39,4,2,0,0,54,214,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,31,2,0,1,0,0
40,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1202,46,10,9,2,2,2,1,0,14,24,6,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,2,882,52,11,11,6,6,0,0,0,21,7,6,0,0,0,3,6,22,0,1,0,2,0,0,0,0,0,2,0,1,0,0,1,2,0
13,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,3,932,63,9,9,4,4,2,2,0,11,3,5,0,0,0,6,0,29,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,3,1
38,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,45,11777,293,145,146,57,53,74,74,2,331,124,152,0,13,6,0,18,12,0,9,2,3,0,0,0,0,0,3,0,0,0,0,0,45,1
